category,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price
car,Honda,Fit GP1,2012,Automatic,Hybrid,1300,60000,3425000
car,Tata,Nano Twist,2017,Automatic,Petrol,650,7000,1395000
car,Hyundai,Accent,2001,Manual,Petrol,1300,160000,1350000
van,Toyota,KR42,2002,Automatic,Petrol,2000,75000,3800000
car,Tata,Indigo,2009,Manual,Petrol,1300,68000,1470000
car,Toyota,Axio G Grade,2007,Manual,Petrol,1500,146000,3800000
car,Honda,Freed,2013,Automatic,Hybrid,1500,112000,4075000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,98000,3375000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,29450,3550000
car,Suzuki,Maruti,2011,Manual,Petrol,800,55630,1275000
car,Renault,KWID,2016,Manual,Petrol,800,58000,1750000
van,Suzuki,Every,2012,Automatic,Petrol,650,57000,3225000
car,Suzuki,Swift,2004,Automatic,Petrol,1300,144900,2510000
car,Kia,Rio,2001,Manual,Petrol,1400,172800,1400000
car,Nissan,March K12,2007,Automatic,Petrol,1300,104000,2490000
car,Mitsubishi,Ek Wagon,2019,Automatic,Petrol,650,520,3950000
car,Honda,Civic,2018,Automatic,Petrol,1000,19000,8000000
car,Toyota,Premio,2017,Automatic,Petrol,1500,56000,9385000
car,Daihatsu,Mira,2003,Automatic,Petrol,650,135940,1475000
pickup,Mitsubishi,L200 Sportero,2014,Manual,Diesel,2400,138467,6600000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,10000,3425000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,40000,4800000
car,Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,74600,3375000
car,Suzuki,Swift,2008,Automatic,Petrol,1300,58700,3000000
car,Tata,Nano,2016,Automatic,Petrol,650,55000,1350000
car,Suzuki,Alto,2011,Manual,Petrol,800,48000,1590000
car,Chery,QQ,2011,Manual,Petrol,800,62000,1025000
car,Toyota,Allion 240,2007,Automatic,Petrol,1500,143000,4675000
car,Suzuki,Swift,2005,Automatic,Petrol,1300,135000,2475000
car,Toyota,Allion,2013,Automatic,Petrol,1500,120000,6400000
car,Honda,Fit Shuttle,2013,Automatic,Hybrid,1300,143000,4500000
car,Suzuki,Swift,2009,Automatic,Petrol,1200,52000,3500000
van,Suzuki,Every,2016,Automatic,Petrol,650,80000,3475000
car,Suzuki,Celerio VXI,2015,Automatic,Petrol,1000,15850,2775000
car,Renault,KWID,2016,Manual,Petrol,800,44000,1755000
car,Toyota,Premio,2019,Automatic,Petrol,1500,6580,11000000
car,Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,23000,3485000
car,Micro,Panda,2016,Manual,Petrol,1000,18956,1725000
car,Suzuki,Wagon R FZ,2015,Automatic,Hybrid,650,48783,2530000
van,Suzuki,Every,2016,Automatic,Petrol,650,24057,3176000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,72000,3800000
car,Nissan,FB14,2001,Automatic,Petrol,1500,199000,1850000
car,Suzuki,Maruti,2006,Manual,Petrol,800,90000,1090000
car,Honda,N WGN,2018,Automatic,Petrol,650,21000,3650000
car,Nissan,N16 Super Saloon,2000,Automatic,Petrol,1600,128000,2225000
car,Chevrolet,Cruze,2004,Automatic,Petrol,1300,112000,1875000
car,Suzuki,Alto,2012,Manual,Petrol,800,70000,1510000
van,Nissan,Clipper,2015,Manual,Petrol,650,80500,2575000
car,Suzuki,Maruti Sport,2012,Manual,Petrol,800,43495,1275000
car,Suzuki,Celerio,2015,Automatic,Petrol,1000,56400,2695000
car,Toyota,Axio,2014,Automatic,Hybrid,1500,81000,4750000
car,Suzuki,Wagon R,2014,Automatic,Hybrid,650,41000,2450000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,14000,2950000
car,Toyota,Prius,2015,Automatic,Hybrid,1800,78650,4690000
van,Nissan,Vanette,2003,Manual,Diesel,1200,178500,2650000
car,Mitsubishi,Lancer CS3,2001,Manual,Petrol,1600,196000,2400000
car,Nissan,FB15,2000,Automatic,Petrol,1500,166000,2425000
car,Mazda,Familia,2002,Manual,Petrol,1500,110000,1925000
car,Suzuki,Alto Japan,2001,Manual,Petrol,800,71000,1720000
car,Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,45000,3150000
suv,Mitsubishi,Montero V6,2002,Manual,Petrol,3490,128000,5300000
van,Toyota,KDH,2006,Automatic,Diesel,3000,192000,5750000
car,Perodua,Viva Elite,2011,Automatic,Petrol,800,59000,2395000
van,Suzuki,Spacia,2015,Automatic,Hybrid,650,52000,3100000
van,Toyota,KDH,2010,Manual,Diesel,2500,150000,7000000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,13900,3850000
pickup,Tata,Xenon,2015,Manual,Diesel,3000,93000,1550000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,62500,3080000
van,Toyota,KDH,2007,Automatic,Diesel,2500,204000,6395000
suv,Kia,Sportage,2013,Automatic,Diesel,2000,105000,6400000
van,Suzuki,Every,2018,Automatic,Petrol,1000,24200,3250000
car,Toyota,Prius,2012,Automatic,Hybrid,1800,86200,4580000
car,Toyota,Vitz,2019,Automatic,Petrol,1000,4000,5800000
van,Suzuki,Every,2015,Automatic,Petrol,650,78000,2725000
car,Suzuki,Wagon R FZ,2016,Automatic,Hybrid,650,19000,2925000
car,Suzuki,Alto,2015,Manual,Petrol,1000,37000,1820000
suv,Honda,Vezel,2014,Automatic,Hybrid,1500,98560,5390000
car,Toyota,Prius,2014,Automatic,Petrol,1800,96526,5350000
car,Toyota,Prius,2008,Automatic,Hybrid,1500,142500,3275000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,23000,3000000
car,Suzuki,Wagon R,2017,Automatic,Hybrid,650,47500,3650000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,34000,1150000
car,Honda,Fit Aria,2003,Automatic,Petrol,1300,180000,2330000
van,Toyota,KDH,2005,Automatic,Petrol,2700,222127,5895000
car,Perodua,Axia,2016,Automatic,Petrol,1000,36000,3200000
car,Perodua,Viva Elite,2011,Automatic,Petrol,1000,74000,2100000
van,Mitsubishi,Mini Cab,2002,Automatic,Petrol,650,109000,1725000
car,Mahindra,KUV 100 NXT,2019,Manual,Petrol,1200,150,3250000
car,Nissan,FB15 Super Saloon,2000,Automatic,Petrol,1500,165000,2275000
car,Suzuki,Hustler,2016,Automatic,Hybrid,650,70000,2975000
car,Honda,Fit GP1,2013,Automatic,Hybrid,1300,120000,3290000
car,Suzuki,Swift,2005,Automatic,Petrol,1300,95820,2275000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,83000,1975000
car,Nissan,Cefiro,2003,Automatic,Petrol,2000,92550,1890000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,105000,2680000
car,Toyota,Aqua,2012,Automatic,Hybrid,1500,76000,3100000
pickup,Tata,Xenon,2015,Manual,Diesel,3000,103000,1720000
car,Toyota,Prius,2010,Automatic,Petrol,1800,208795,3690000
car,Daihatsu,Mira,2017,Automatic,Petrol,650,41000,3490000
van,Toyota,KDH,2015,Automatic,Diesel,2500,81000,8800000
car,Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,78000,4800000
car,Honda,Civic ES8,2003,Automatic,Petrol,1500,195300,1000000
car,Suzuki,Maruti Sport,2012,Manual,Petrol,800,71000,1175000
car,Honda,Fit GP5,2014,Automatic,Petrol,1500,82000,3975000
car,Toyota,Allion 240,2002,Automatic,Petrol,1800,211255,3350000
car,Tata,Indica,2005,Manual,Petrol,1400,74662,950000
car,Toyota,Aqua G Sport,2015,Automatic,Petrol,1500,73000,4145000
car,Suzuki,Alto,2015,Manual,Petrol,800,24783,1810000
car,Honda,Fit GP1,2013,Automatic,Petrol,1300,77000,3550000
car,Micro,Panda,2018,Manual,Petrol,1000,6000,1845000
car,Nissan,March K11,2001,Automatic,Petrol,1000,158000,1785000
car,Suzuki,Wagon R,2018,Automatic,Hybrid,650,41000,3340000
car,Nissan,Cefiro,2000,Automatic,Petrol,2000,150000,2500000
car,Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,70000,5500000
car,Hyundai,Elantra,2000,Automatic,Petrol,1600,163000,1395000
car,Suzuki,Maruti,2011,Manual,Petrol,650,65000,1235000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,167000,4200000
car,Toyota,Prius,2014,Automatic,Hybrid,1800,100000,5000000
car,Suzuki,Swift,2007,Manual,Petrol,1300,152000,1950000
van,Toyota,KR42,2002,Automatic,Diesel,1800,200000,3250000
car,Toyota,Prius,2014,Automatic,Hybrid,1800,127000,4890000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,45000,2660000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,41000,4350000
car,Toyota,Vios,2006,Manual,Petrol,1500,152000,2550000
car,Suzuki,Wagon R,2011,Manual,Petrol,650,120000,1925000
van,Nissan,Caravan,2002,Automatic,Diesel,3000,137500,3400000
car,Suzuki,Swift,2007,Automatic,Petrol,1300,97000,2450000
car,Nissan,Tiida,2008,Automatic,Petrol,1500,84400,3300000
pickup,Mahindra,Bolero,2018,Manual,Diesel,2500,5500,2475000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,34000,3440000
car,Toyota,Premio,2002,Automatic,Petrol,1500,160000,1925000
car,Suzuki,Maruti,2011,Manual,Petrol,800,76613,1295000
car,Nissan,Cefiro,2001,Automatic,Petrol,2000,140500,2650000
car,Suzuki,Alto,2015,Manual,Petrol,800,48900,1978000
car,Nissan,Leaf Azeo,2012,Automatic,Electric,70,61000,1300000
car,Nissan,Bluebird,2004,Manual,Petrol,1500,185829,2100000
car,Tata,Nano,2012,Manual,Petrol,650,126000,850000
car,Nissan,Sunny,2008,Manual,Petrol,1300,154983,2500000
car,Nissan,FB15,2000,Automatic,Petrol,1500,110000,2350000
van,Toyota,KDH 200 Super GL,2007,Automatic,Diesel,2500,123486,6375000
car,Renault,KWID,2016,Manual,Petrol,800,33000,1675000
suv,Honda,Vezel RS Sensing,2016,Automatic,Hybrid,1500,110000,6700000
car,Toyota,Corolla 141,2008,Automatic,Petrol,1600,163200,3350000
van,Daihatsu,Hijet,2003,Manual,Petrol,650,170490,1350000
van,Nissan,Vanette,2003,Manual,Diesel,2200,202000,3500000
car,Mahindra,KUV 100 NXT,2020,Manual,Petrol,1200,85,3395000
car,Suzuki,Zen Estilo,2011,Manual,Petrol,1000,75000,1940000
car,Toyota,Aqua,2015,Automatic,Hybrid,1300,61000,4150000
car,Toyota,Vios,2006,Automatic,Petrol,1500,125000,2650000
car,Toyota,Premio,2019,Automatic,Petrol,1500,589,11150000
car,Suzuki,Swift RS,2017,Automatic,Petrol,1300,25000,5400000
car,Tata,Nano,2016,Manual,Petrol,650,37500,1475000
car,Toyota,Axio WXB,2017,Automatic,Hybrid,1500,3020,8150000
car,Suzuki,Celerio,2016,Automatic,Petrol,1000,73000,2800000
car,Suzuki,Alto,2015,Manual,Petrol,800,98000,1775000
van,Suzuki,Every DA64,2013,Automatic,Petrol,650,26000,2850000
car,Toyota,Premio,2008,Automatic,Petrol,1800,127865,5150000
car,Toyota,Axio,2013,Automatic,Hybrid,1500,105000,4125000
car,Nissan,Leaf,2013,Automatic,Electric,70,62000,1100000
car,Suzuki,Alto,2006,Manual,Petrol,800,78500,1310000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,42000,4500000
van,Toyota,Noah KR42,2006,Automatic,Diesel,2200,30000,3800000
car,Kia,Picanto,2016,Automatic,Petrol,1000,71000,3250000
car,Suzuki,Alto 800,2016,Manual,Petrol,800,58000,1985000
car,Suzuki,Estilo,2011,Manual,Petrol,1000,149000,1950000
car,Toyota,Prius,2014,Automatic,Hybrid,1800,89000,4975000
car,Micro,Panda,2015,Manual,Petrol,1000,17539,1650000
car,Hyundai,Eon,2014,Manual,Petrol,800,32000,2020000
van,Nissan,E25,2004,Automatic,Diesel,3200,141000,4500000
car,Honda,Fit GP1,2012,Automatic,Hybrid,1300,130000,2985000
pickup,Tata,Xenon,2014,Manual,Diesel,3000,116000,1300000
van,Suzuki,Spacia Custom Z,2018,Automatic,Petrol,650,12500,3125000
car,Toyota,Allion 260,2007,Automatic,Petrol,1500,174000,4800000
car,Toyota,Prius,2009,Automatic,Hybrid,1800,92000,3975000
car,Suzuki,Alto,2015,Manual,Petrol,800,53000,1745000
car,Micro,Trend,2012,Manual,Petrol,1100,48400,1090000
car,Suzuki,Alto,2015,Manual,Petrol,800,52000,2000000
car,Nissan,Cefiro,2000,Automatic,Petrol,2000,91000,1870000
van,Toyota,Hiace,2015,Automatic,Diesel,3000,7500,9800000
suv,Honda,Vezel Z Grade,2015,Automatic,Petrol,1500,60000,5250000
van,Toyota,Dolphin,2006,Automatic,Diesel,3000,265000,6350000
suv,Kia,Sportage,2000,Manual,Diesel,2000,200100,2400000
car,Suzuki,Alto,2015,Manual,Petrol,800,89000,1975000
car,Honda,City,2003,Automatic,Petrol,1500,100000,2050000
car,Suzuki,Celerio VXI,2016,Automatic,Petrol,1000,55000,2370000
car,Toyota,Vios,2003,Automatic,Petrol,1500,112000,2525000
car,Suzuki,Estilo,2012,Manual,Petrol,1000,37070,1740000
car,Suzuki,Celerio VXI,2014,Automatic,Petrol,1000,80000,2590000
van,Toyota,KDH,2011,Automatic,Diesel,3000,134000,6950000
car,Toyota,Aqua,2012,Automatic,Petrol,1500,166300,3390000
car,Honda,Insight,2011,Automatic,Hybrid,1300,117000,3675000
pickup,Mahindra,Bolero,2012,Manual,Diesel,2500,55728,1260000
car,Toyota,Allion,2010,Automatic,Petrol,1500,45000,4850000
car,Toyota,Premio,2007,Automatic,Petrol,1500,135000,5175000
car,Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,15500,3475000
suv,Honda,Vezel,2018,Automatic,Hybrid,1500,23201,7575000
car,Toyota,Axio,2009,Automatic,Petrol,1500,152632,4150000
van,Mitsubishi,Mini Cab,2018,Manual,Petrol,650,22000,3150000
car,Toyota,Prius,2016,Automatic,Petrol,1800,76000,4100000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,92000,3800000
car,Toyota,Tank,2018,Automatic,Petrol,1000,15000,5650000
pickup,Toyota,Hilux,2010,Manual,Diesel,2500,150000,5700000
car,Tata,Indica V2,2015,Manual,Petrol,1200,40000,1750000
car,Nissan,N16,2001,Automatic,Petrol,1500,152000,2150000
car,Toyota,Premio G Superior,2018,Automatic,Petrol,1500,9000,10500000
car,Suzuki,Wagon R,2008,Manual,Petrol,650,100000,1600000
car,Suzuki,A-Star,2010,Manual,Petrol,1000,71000,2100000
pickup,Toyota,Hilux,2020,Automatic,Diesel,2800,850,16500000
car,Suzuki,Wagon R,2016,Automatic,Hybrid,650,22000,3150000
car,Toyota,Aqua,2013,Automatic,Petrol,1300,87000,3650000
car,Suzuki,Alto 800,2012,Automatic,Petrol,800,52000,1550000
car,Hyundai,Eon,2016,Manual,Petrol,800,61750,2225000
car,Toyota,Premio,2016,Automatic,Petrol,1500,63000,8225000
car,Toyota,Axio WXB,2017,Automatic,Petrol,1500,37000,6390000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,87620,1575000
car,Toyota,Premio G Superior,2012,Automatic,Petrol,1500,12500,6325000
car,Honda,Fit Shuttle,2013,Automatic,Petrol,1300,107000,3900000
car,Toyota,Passo,2004,Automatic,Petrol,1000,115000,2350000
car,Suzuki,Estilo,2011,Manual,Petrol,1000,64000,1975000
car,Chery,QQ,2006,Manual,Petrol,800,85000,650000
car,Honda,Grace,2016,Automatic,Petrol,1500,63000,5200000
car,Toyota,Corolla 121,2005,Manual,Petrol,1300,160000,3050000
car,Toyota,Premio,2013,Automatic,Petrol,1500,93000,6200000
car,Kia,Carens,2001,Automatic,Petrol,1800,156000,1600000
car,Suzuki,Alto 800 LXI,2014,Manual,Petrol,800,51000,1700000
car,Toyota,Axio WXB,2017,Automatic,Hybrid,1500,62000,6750000
suv,Mitsubishi,Montero,2013,Automatic,Diesel,3000,87613,13450000
car,Honda,Grace,2016,Automatic,Petrol,1500,65000,5100000
car,Tata,Nano,2013,Manual,Petrol,650,226000,850000
car,Suzuki,Maruti 800,2008,Manual,Petrol,800,72258,1175000
car,Tata,Nano,2015,Manual,Petrol,650,30000,1050000
van,Toyota,KDH 223,2015,Automatic,Diesel,3000,140000,8500000
car,Honda,N Box,2016,Automatic,Petrol,650,44000,3800000
van,Toyota,Dolphin,2002,Manual,Diesel,2000,300000,5600000
car,Toyota,Axio,2015,Automatic,Petrol,1500,90000,5750000
car,Nissan,March,2002,Automatic,Petrol,1000,114000,1850000
car,Toyota,Belta,2008,Automatic,Petrol,1300,116000,3650000
car,Toyota,Allion,2016,Automatic,Petrol,1500,27000,7900000
van,Suzuki,Every,2016,Automatic,Petrol,650,22000,3190000
car,Toyota,Premio,2011,Automatic,Petrol,1500,56000,5975000
car,Toyota,Axio,2014,Automatic,Hybrid,1500,62000,4600000
car,Suzuki,Alto K10,2012,Manual,Petrol,1000,111000,1650000
car,Suzuki,Alto,2007,Manual,Petrol,800,80000,1475000
car,Toyota,Premio,2011,Automatic,Petrol,1500,80300,5975000
car,Toyota,Aqua,2012,Automatic,Hybrid,1500,100000,3200000
car,Nissan,Sunny,2003,Automatic,Petrol,1500,100000,1900000
car,Toyota,Corolla 141,2008,Automatic,Petrol,1600,110000,3700000
car,Toyota,Prius,2010,Automatic,Petrol,1800,70000,3950000
car,Nissan,Cefiro,2007,Automatic,Petrol,2000,128000,3790000
van,Nissan,Vanette,2001,Manual,Diesel,2200,250000,2250000
car,Nissan,March K11,2001,Automatic,Petrol,1000,135000,1625000
car,Toyota,Axio,2014,Automatic,Hybrid,1500,41000,4390000
car,Suzuki,Alto,2015,Manual,Petrol,800,60000,2050000
car,Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,61000,5850000
car,Suzuki,Wagon R FX,2018,Automatic,Hybrid,650,27659,3250000
car,Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,52000,3650000
suv,Daihatsu,Terios,2008,Automatic,Petrol,1500,122000,4600000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,24365,3650000
car,Toyota,Prius,2012,Automatic,Petrol,1800,91000,3975000
car,Toyota,Yaris,2007,Manual,Petrol,1300,170000,3250000
car,Toyota,Axio,2013,Automatic,Hybrid,1300,74120,4350000
car,Chevrolet,Cruze,2002,Automatic,Petrol,1300,161000,1925000
car,Nissan,Sunny N16,2000,Automatic,Petrol,1500,150000,2300000
van,Toyota,Dolphin,2001,Manual,Diesel,2800,265200,4450000
car,Suzuki,Alto 800 LXI,2006,Manual,Petrol,800,160000,1410000
van,Toyota,Noah KR42,2000,Manual,Diesel,1800,370000,3475000
car,Toyota,Allion 240,2005,Automatic,Petrol,1500,124000,4225000
car,Toyota,Axio WXB,2016,Automatic,Hybrid,1500,47569,6400000
car,Honda,Freed,2014,Automatic,Petrol,1500,82500,4390000
van,Mazda,Bongo,2003,Manual,Diesel,2200,100000,4000000
car,Mitsubishi,Lancer CS1,2005,Manual,Petrol,1300,170000,2400000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,105000,2520000
car,Suzuki,Maruti,2006,Manual,Petrol,800,97000,1090000
car,Mazda,3,2008,Manual,Petrol,1500,125000,2550000
van,Toyota,KR42,2006,Automatic,Petrol,1800,105000,3850000
car,Suzuki,Maruti,2005,Manual,Petrol,800,82000,945000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,48000,3575000
car,Toyota,Corolla 121,2005,Manual,Petrol,1300,160000,2675000
car,Suzuki,Celerio ZXI,2018,Automatic,Petrol,1000,27700,3643000
suv,Mitsubishi,Montero V6,2007,Automatic,Petrol,3200,105000,8590000
car,Nissan,March,2003,Automatic,Petrol,1300,110000,2150000
van,Suzuki,Maruti,2005,Manual,Petrol,650,82650,1035000
car,Honda,Fit,2011,Automatic,Petrol,1300,82000,2925000
car,Mitsubishi,Galant,2002,Manual,Petrol,2000,144000,2200000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,45000,4630000
van,Mazda,Brawny,2007,Automatic,Diesel,2200,160400,3150000
car,Suzuki,Zen,2006,Manual,Petrol,1000,75000,1475000
car,Suzuki,Maruti,2007,Manual,Petrol,800,93650,1025000
van,Nissan,NV200,2015,Automatic,Petrol,1600,110000,4450000
car,Honda,Civic FD3,2009,Automatic,Hybrid,1300,132567,3690000
car,Toyota,Aqua,2012,Automatic,Petrol,1500,62500,3200000
car,Toyota,Prius,2007,Automatic,Petrol,1800,118000,3350000
car,Nissan,Wingroad,2001,Automatic,Petrol,1500,135000,1625000
car,Suzuki,Wagon R,2015,Automatic,Petrol,650,41000,2980000
car,Toyota,Vitz,2016,Automatic,Petrol,1000,21300,4250000
van,Toyota,Dolphin,2003,Manual,Diesel,3000,274000,4925000
car,Suzuki,Liana,2003,Automatic,Petrol,1500,200000,1850000
car,Toyota,Axio,2016,Automatic,Petrol,1500,36000,5750000
suv,Daihatsu,Terios,2008,Automatic,Petrol,1500,98800,3980000
car,Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,54000,3375000
car,Nissan,Sunny N17,2008,Manual,Petrol,1300,148000,2525000
car,Toyota,Axio WXB,2017,Automatic,Hybrid,1500,76000,6400000
car,Toyota,Prius 2nd Generation,2007,Automatic,Petrol,1500,91000,3100000
van,Suzuki,Omni,2005,Manual,Petrol,800,62700,1150000
car,Suzuki,Maruti,2003,Manual,Petrol,800,93000,845000
car,Suzuki,Alto,2015,Manual,Petrol,800,53000,1830000
suv,Honda,Vezel,2014,Automatic,Petrol,1500,85000,5000000
car,Suzuki,Alto,2010,Manual,Petrol,800,67000,1530000
car,Honda,Fit Shuttle,2013,Automatic,Hybrid,1300,39000,4675000
car,Toyota,Axio,2014,Automatic,Petrol,1500,178000,3875000
car,Suzuki,Swift,2010,Automatic,Petrol,1300,96000,2850000
suv,Toyota,CHR GT TURBO,2018,Automatic,Petrol,1200,19500,8425000
suv,Mitsubishi,Montero,2003,Automatic,Petrol,3500,136000,5950000
car,Suzuki,Alto,2017,Automatic,Petrol,650,49000,2885000
van,Mazda,Bongo,2005,Automatic,Diesel,2200,145708,3400000
car,Suzuki,Maruti,2004,Manual,Petrol,800,184472,980000
car,Nissan,FB15 Ex Saloon,2000,Automatic,Petrol,1500,90000,2390000
car,Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,50600,2790000
car,Renault,KWID RXT,2020,Automatic,Petrol,800,140,3570000
car,Honda,Insight,2009,Automatic,Petrol,1300,110927,3350000
car,Toyota,Belta,2007,Automatic,Petrol,1300,120000,3620000
car,Nissan,EX Saloon,2001,Automatic,Petrol,1500,130000,2400000
van,Nissan,Vanette,2006,Manual,Diesel,1200,140000,3560000
car,Suzuki,Maruti,2005,Manual,Petrol,800,12000,1050000
car,Toyota,Pixis,2013,Manual,Petrol,650,23450,2585000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,43200,5390000
pickup,Mahindra,Bolero Maxi Truck,2016,Manual,Diesel,2500,61000,2250000
car,Toyota,Aqua,2012,Automatic,Petrol,1300,109000,3700000
car,Toyota,Premio,2015,Automatic,Petrol,2500,67000,8100000
car,Toyota,Corolla 121,2000,Automatic,Petrol,1500,179000,2950000
van,Hyundai,H100,2000,Manual,Diesel,1000,200000,2350000
car,Nissan,Leaf,2015,Automatic,Electric,70,48000,2350000
car,Toyota,Axio Fielder,2013,Automatic,Petrol,1500,135200,3975000
car,Suzuki,Swift,2004,Automatic,Petrol,1300,106000,2500000
car,Nissan,March K11,2001,Automatic,Petrol,1000,180000,1250000
car,Nissan,Primera,2002,Automatic,Petrol,2000,96000,2275000
pickup,Mahindra,Bolero,2011,Manual,Diesel,2000,47000,1080000
car,Mazda,6,2015,Automatic,Petrol,2500,78000,7300000
van,Toyota,KDH High Roof,2015,Automatic,Diesel,3000,120000,9100000
van,Suzuki,Every,2015,Automatic,Petrol,650,60000,2800000
car,Renault,KWID,2016,Manual,Petrol,800,47600,1850000
pickup,Mahindra,Bolero,2019,Manual,Diesel,2500,8000,2550000
van,Toyota,KDH,2007,Manual,Diesel,3000,230000,5500000
car,Suzuki,Wagon R FX,2014,Automatic,Petrol,650,73000,1635000
car,Suzuki,Alto,2015,Manual,Petrol,800,35200,2050000
car,Suzuki,Zen,2003,Automatic,Petrol,1000,92000,1225000
suv,Honda,Vezel RS,2017,Automatic,Hybrid,1500,33000,7500000
car,Suzuki,Alto,2006,Manual,Petrol,800,100000,1390000
car,Honda,Fit GP1,2013,Automatic,Hybrid,1300,90000,3550000
car,Suzuki,Wagon R FZ,2016,Automatic,Hybrid,650,19100,2990000
suv,Zotye,Nomad,2011,Manual,Petrol,1300,60000,1750000
pickup,Toyota,Hilux Vigo,2009,Manual,Diesel,3000,128000,4000000
van,Nissan,Clipper,2014,Automatic,Petrol,650,22000,2675000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,29900,4850000
car,Suzuki,Zen Estilo,2012,Manual,Petrol,1000,59000,2375000
car,Suzuki,Wagon R Stingray,2015,Automatic,Petrol,650,52000,3025000
suv,Honda,CRV,2018,Automatic,Petrol,1500,45000,12450000
car,Suzuki,Alto,2015,Manual,Petrol,800,63000,1965000
car,Honda,N WGN,2016,Automatic,Petrol,650,66000,3550000
car,Suzuki,Maruti,2005,Manual,Petrol,800,65283,1075000
car,Micro,Trend,2012,Manual,Petrol,1100,85000,1225000
car,Suzuki,Maruti,2011,Manual,Petrol,800,76636,1285000
car,Toyota,Belta,2007,Automatic,Petrol,1300,168000,3650000
car,Suzuki,Alto,2018,Automatic,Hybrid,650,2500,2825000
van,Toyota,Hiace KDH 201 GL,2013,Automatic,Diesel,3000,111286,8500000
car,Nissan,FB15,2001,Automatic,Petrol,1500,131000,2150000
car,Daihatsu,Move,2017,Automatic,Petrol,650,19000,3150000
car,Tata,Indigo,2015,Manual,Petrol,1200,160000,1810000
car,Suzuki,Zen,2008,Manual,Petrol,1000,88000,1475000
pickup,Mahindra,Bolero,2014,Manual,Diesel,2500,49000,1595000
car,Nissan,FB15 Super Saloon,2000,Automatic,Petrol,1500,132872,2395000
